book_id,title,author,genre,pages,published_year
35,The Lord of the Rings,J.R.R. Tolkien,Fantasy,1216,1955
36,The Graveyard Book,Neil Gaiman ,Fantasy,307,2008
37,Beowulf,Unknown,Classics,245,2000
38,As I Lay Dying,William Faulkner,Classics,288,1930
39,A Separate Peace,John Knowles,Classics,208,1959
40,Midnight's Children,Salman Rushdie,Fiction,647,1981
41,Harry Potter Series Box Set,J.K. Rowling,Fantasy,4100,2007
42,"Faust, First Part",Johann Wolfgang von Goethe,Classics,327,2008
43,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,Fiction,351,1985
44,The Tales of Beedle the Bard,J.K. Rowling,Fantasy,109,2008
45,The Host,Stephenie Meyer,Young Adult,620,2008
46,The Twilight Collection,Stephenie Meyer,Young Adult,1690,2007
47,Snow Falling on Cedars,David Guterson,Fiction,460,1994
48,Coraline,Neil Gaiman ,Fantasy,162,2002
49,Vanity Fair,William Makepeace Thackeray,Classics,867,1948
50,The God Delusion,Richard Dawkins ,Nonfiction,374,2006
51,A Great and Terrible Beauty,Libba Bray ,Fantasy,403,2003
52,"Cry, the Beloved Country",Alan Paton,Fiction,316,1948
53,Trainspotting,Irvine Welsh,Fiction,430,1993
54,Acheron,Sherrilyn Kenyon ,Paranormal Romance,728,2008
55,The Return of the King,J.R.R. Tolkien,Fantasy,385,1955
56,No Country for Old Men,Cormac McCarthy,Fiction,309,2005
57,The Two Towers,J.R.R. Tolkien,Fantasy,322,1954
58,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,Fiction,182,1962
59,I'll Give You the Sun,Jandy Nelson ,Young Adult,371,2014
60,The Magic Mountain,Thomas Mann,Fiction,706,1924
61,The Girl on the Train,Paula Hawkins ,Fiction,325,2015
62,The Sorrows of Young Werther,Johann Wolfgang von Goethe,Classics,149,1944
63,The Ocean at the End of the Lane,Neil Gaiman ,Fantasy,181,2013
64,"Absalom, Absalom!",William Faulkner,Classics,316,1936
65,The City of Ember,Jeanne DuPrau,Young Adult,288,2003
66,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,Fantasy,256,1978
67,Fantasy Lover,Sherrilyn Kenyon ,Romance,337,2002
68,Skagboys,Irvine Welsh,Fiction,548,2012
69,All the Pretty Horses,Cormac McCarthy,Fiction,302,1992
70,Light in August,William Faulkner,Fiction,507,1932
71,Anansi Boys,Neil Gaiman ,Fantasy,387,2005
72,Running with Scissors,Augusten Burroughs ,Memoir,304,2002
73,The Short Second Life of Bree Tanner,Stephenie Meyer,Young Adult,178,2009
74,Between Shades of Gray,Ruta Sepetys ,Historical Fiction,344,2011
75,Animal Farm / 1984,George Orwell,Classics,400,1948
76,Fingersmith,Sarah Waters,Historical Fiction,592,2002
77,Chronicle of a Death Foretold,Gabriel García Márquez,Fiction,120,1981
78,Eclipse,Stephenie Meyer,Young Adult,629,2007
79,Breaking Dawn,Stephenie Meyer,Young Adult,756,2008
80,The Selfish Gene,Richard Dawkins ,Science,360,1976
81,The Satanic Verses,Salman Rushdie,Fiction,561,1988
82,The Blue Sword,Robin McKinley,Fantasy,256,1982
83,The Sky Is Everywhere,Jandy Nelson ,Young Adult,275,2010
84,Illuminae,Amie Kaufman ,Science Fiction,608,2015
85,The House of the Scorpion,Nancy Farmer ,Young Adult,380,2002
86,New Moon,Stephenie Meyer,Young Adult,563,2006
87,Solaris,Stanisław Lem,Science Fiction,204,1961
88,The Traitor's Emblem,Juan Gomez-Jurado ,Historical Fiction,317,2008
89,The Children of Húrin,J.R.R. Tolkien,Fantasy,313,2007
90,The Casual Vacancy,J.K. Rowling,Fiction,503,2012
91,Preludes & Nocturnes,Neil Gaiman ,Graphic Novels,233,1991
92,The Book of Lost Things,John Connolly ,Fantasy,339,2006
93,Adhaata Asao's Liege,Afroz Alam ,Fantasy,174,2020
94,Educated,Tara Westover ,Nonfiction,334,2018
95,Warm Bodies,Isaac Marion ,Romance,256,2010
96,The Wishing Spell,Chris Colfer,Fantasy,438,2012
97,Caraval,Stephanie Garber ,Fantasy,432,2017
98,Where the Sidewalk Ends,Shel Silverstein,Poetry,176,1974
99,The Bone Collector,Jeffery Deaver ,Mystery,528,1997
100,"Red, White & Royal Blue",Casey McQuiston ,Romance,421,2019
101,The Invisible Game: Mindset of a Winning Team,Zoltan Andrejkovics ,Psychology,201,2016
102,Suttree,Cormac McCarthy,Fiction,471,1979
103,Rebel Angels,Libba Bray ,Fantasy,548,2005
104,Down and Out in Paris and London,George Orwell,Nonfiction,213,1933
105,The Diviners,Libba Bray ,Fantasy,578,2012
106,Haroun and the Sea of Stories,Salman Rushdie,Fantasy,224,1990
107,Dance with the Devil,Sherrilyn Kenyon ,Paranormal Romance,343,2003
108,Buddenbrooks: The Decline of a Family,Thomas Mann,Classics,731,2001
109,The Harry Potter Collection 1-4,J.K. Rowling,Fantasy,1500,1999
110,Eon: Dragoneye Reborn,Alison Goodman ,Fantasy,531,2008
111,Salt to the Sea,Ruta Sepetys ,Historical Fiction,391,2016
112,The Sweet Far Thing,Libba Bray ,Fantasy,819,2007
113,Tangled,Emma Chase ,Romance,254,2013
114,Night Play,Sherrilyn Kenyon ,Paranormal Romance,362,2004
115,Sunshine,Robin McKinley,Vampires,405,2003
116,The Talented Mr. Ripley,Patricia Highsmith,Fiction,320,1955
117,The Gulag Archipelago 1918–1956,Aleksandr Solzhenitsyn,History,472,1973
118,Falling Up,Shel Silverstein,Poetry,178,1996
119,God's Spy,Juan Gomez-Jurado ,Thriller,368,2006
120,Night Pleasures,Sherrilyn Kenyon ,Paranormal,309,2002
121,Nutshell,Ian McEwan,Fiction,208,2016
122,Death in Venice,Thomas Mann,Classics,160,2011
123,The Crossing,Cormac McCarthy,Fiction,426,1994
124,Kristin Lavransdatter,Sigrid Undset,Historical Fiction,1144,2020
125,Children of Blood and Bone,Tomi Adeyemi ,Fantasy,544,2018
126,The Golden Notebook,Doris Lessing,Fiction,640,1962
127,The Hero and the Crown,Robin McKinley,Fantasy,240,1984
128,Gregor the Overlander,Suzanne Collins,Fantasy,326,2003
129,Love Unscripted,Tina Reber ,Romance,668,2010
130,Filth,Irvine Welsh,Fiction,393,1998
131,Infinity,Sherrilyn Kenyon ,Young Adult,464,2010
132,Money,Martin Amis,Fiction,394,1984
133,The Moses Expedition,Juan Gomez-Jurado ,Thriller,386,2007
134,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,Nonfiction,240,1988
135,Harry Potter Collection,J.K. Rowling,Fantasy,3342,2005
136,On Chesil Beach,Ian McEwan,Fiction,166,2007
137,Death in Venice and Other Tales,Thomas Mann,Fiction,384,2011
138,Night Embrace,Sherrilyn Kenyon ,Paranormal Romance,408,2003
139,Night School,C.J. Daugherty ,Young Adult,454,2012
140,The Enchantress Returns,Chris Colfer,Fantasy,517,2013
141,Behind Closed Doors,B.A. Paris ,Thriller,293,2016
142,Going Bovine,Libba Bray ,Young Adult,480,2009
143,Eona: The Last Dragoneye,Alison Goodman ,Fantasy,637,2011
144,Of Love and Other Demons,Gabriel García Márquez,Fiction,160,1994
145,Time's Arrow,Martin Amis,Fiction,165,1991
146,These Broken Stars,Amie Kaufman ,Young Adult,389,2013
147,Styxx,Sherrilyn Kenyon ,Paranormal Romance,836,2013
148,"Little, Big",John Crowley,Fantasy,538,1981
149,The Bedroom Secrets of the Master Chefs,Irvine Welsh,Fiction,400,2006
150,An Elephant Is On My House: And Other Poems,Othen Donald Dale Cummings ,Fiction,41,2014
151,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins ,Science,688,2004
152,Harry Potter and the Methods of Rationality,Eliezer Yudkowsky ,Fantasy,2184,2015
153,Fatherland,Robert Harris ,Fiction,380,1991
154,The Children Act,Ian McEwan,Fiction,221,2014
155,Devil May Cry,Sherrilyn Kenyon ,Paranormal Romance,320,2007
156,Tipping the Velvet,Sarah Waters,Historical Fiction,472,1998
157,Homage to Catalonia,George Orwell,History,232,1938
158,Ocean Sea,Alessandro Baricco,Fiction,256,1993
159,Of Poseidon,Anna Banks ,Fantasy,324,2012
160,The Comfort of Strangers,Ian McEwan,Fiction,128,1981
161,A Grimm Warning,Chris Colfer,Fantasy,448,2014
162,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,Fantasy,280,2016
163,Struck By Lightning: The Carson Phillips Journal,Chris Colfer,Young Adult,272,2012
164,Cruel Beauty,Rosamund Hodge ,Fantasy,346,2014
165,The Cost of Discipleship,Dietrich Bonhoeffer,Christian,320,1937
166,A Fire Upon the Deep,Vernor Vinge,Science Fiction,613,1992
167,Forsaken,Jana Oliver ,Young Adult,422,2011
168,Silk,Alessandro Baricco,Fiction,91,1996
169,Fragile Things: Short Fictions and Wonders,Neil Gaiman ,Fantasy,360,2006
170,Crime,Irvine Welsh,Fiction,344,2008
171,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown ,Nonfiction,404,2013
172,The Twilight Saga Complete Collection,Stephenie Meyer,Fantasy,2752,2005
173,Unleash the Night,Sherrilyn Kenyon ,Paranormal Romance,378,2005
174,Brief Lives,Neil Gaiman ,Graphic Novels,256,1993
175,The Sex Lives of Siamese Twins,Irvine Welsh,Fiction,468,2014
176,Norse Mythology,Neil Gaiman ,Fantasy,301,2017
177,Cancer Ward,Aleksandr Solzhenitsyn,Fiction,576,1968
178,A Deepness in the Sky,Vernor Vinge,Science Fiction,775,1999
179,Into the Water,Paula Hawkins ,Mystery,386,2017
180,Glue,Irvine Welsh,Fiction,556,2001
181,A Woman of Substance,Barbara Taylor Bradford ,Fiction,928,1979
182,A Lesson Before Dying,Ernest J. Gaines,Fiction,256,1993
183,Child of God,Cormac McCarthy,Fiction,197,1973
184,Legendary,Stephanie Garber ,Fantasy,451,2018
185,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,Spirituality,240,1980
186,The God Complex,Chris Titus ,Thriller,278,2011
187,Seize the Night,Sherrilyn Kenyon ,Paranormal Romance,339,2004
188,The People of Sparks,Jeanne DuPrau,Young Adult,338,2004
189,Every Dead Thing,John Connolly ,Mystery,467,1999
190,The Information,Martin Amis,Fiction,374,1995
191,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,Nonfiction,238,2000
192,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins ,Science,466,1986
193,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,Nonfiction,229,1994
194,Memories of My Melancholy Whores,Gabriel García Márquez,Fiction,115,2004
195,This Boy's Life,Tobias Wolff,Memoir,304,1989
196,"The Hobbit, Part One",J.R.R. Tolkien,Fantasy,230,1937
197,The Moor's Last Sigh,Salman Rushdie,Fiction,434,1995
198,Dry,Augusten Burroughs ,Memoir,293,2003
199,The Ground Beneath Her Feet,Salman Rushdie,Fiction,576,1999
200,Beyond the Kingdoms,Chris Colfer,Fantasy,433,2015
201,Secret Daughter,Shilpi Somaya Gowda ,Fiction,339,2010
202,Gregor and the Code of Claw,Suzanne Collins,Fantasy,412,2007
203,The Butterfly Garden,Dot Hutchison,Thriller,288,2016
204,Saturday,Ian McEwan,Fiction,289,2005
205,Gemina,Amie Kaufman ,Science Fiction,659,2016
206,We Are Okay,Nina LaCour ,Young Adult,236,2017
207,The Poetic Edda,Unknown,Poetry,343,1970
208,The Kindly Ones,Neil Gaiman ,Graphic Novels,352,1995
209,Dark Side of the Moon,Sherrilyn Kenyon ,Paranormal Romance,353,2006
210,Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,Richard Belzer,Nonfiction,336,2012
211,Sideways Stories from Wayside School,Louis Sachar ,Childrens,144,1978
212,Doctor Faustus,Thomas Mann,Fiction,535,1947
213,Gregor and the Curse of the Warmbloods,Suzanne Collins,Fantasy,358,2005
214,The Cement Garden,Ian McEwan,Fiction,144,1978
215,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",Cormac McCarthy,Fiction,1040,1994
216,Season of Mists,Neil Gaiman ,Graphic Novels,217,1991
217,Introducing Chomsky,John Maher,Philosophy,176,1993
218,Bad Moon Rising,Sherrilyn Kenyon ,Paranormal Romance,352,2009
219,Kiss of the Night,Sherrilyn Kenyon ,Paranormal Romance,368,2004
220,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman ,Fantasy,365,1998
221,Funny in Farsi: A Memoir of Growing Up Iranian in America,Firoozeh Dumas,Memoir,240,2003
222,Shame,Salman Rushdie,Fiction,287,1983
223,Hold Still,Nina LaCour ,Young Adult,230,2009
224,Cities of the Plain,Cormac McCarthy,Fiction,292,1998
225,Rules of Prey,John Sandford,Mystery,479,1989
226,The Twilight Saga: The Official Illustrated Guide,Stephenie Meyer,Young Adult,543,2011
227,The Zookeeper's Wife,Diane Ackerman ,Nonfiction,368,2007
228,The Night Watch,Sarah Waters,Historical Fiction,528,2006
229,The Spectacular Now,Tim Tharp,Young Adult,304,2008
230,Tenth of December,George Saunders,Short Stories,251,2013
231,Dream Country,Neil Gaiman ,Graphic Novels,111,1990
232,Love Unrehearsed,Tina Reber ,Romance,448,2012
233,The Jewel,Amy Ewing,Young Adult,373,2014
234,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,Poetry,115,1997
235,Sir Gawain and the Green Knight,Unknown,Classics,144,1997
236,The Little Stranger,Sarah Waters,Fiction,466,2009
237,One Silent Night,Sherrilyn Kenyon ,Paranormal Romance,310,2008
238,Lincoln in the Bardo,George Saunders,Fiction,343,2017
239,Born of Night,Sherrilyn Kenyon ,Romance,539,1995
240,Dead Babies,Martin Amis,Fiction,206,1975
241,The Futurological Congress: From the Memoirs of Ijon Tichy,Stanisław Lem,Science Fiction,149,1971
242,Civilization and Its Discontents,Sigmund Freud,Psychology,127,1930
243,A Piece of Cake,Cupcake Brown,Nonfiction,472,2006
244,Fire & Flood,Victoria Scott ,Young Adult,320,2014
245,Finale,Stephanie Garber ,Fantasy,478,2019
246,The Diamond of Darkhold,Jeanne DuPrau,Young Adult,293,2008
247,The Ragged Trousered Philanthropists,Robert Tressell,Fiction,608,2014
248,Affinity,Sarah Waters,Historical Fiction,352,1999
249,Sins of the Night,Sherrilyn Kenyon ,Paranormal Romance,331,2005
250,The Sandman: Endless Nights,Neil Gaiman ,Graphic Novels,160,2003
251,The Enchanted April,Elizabeth von Arnim,Fiction,232,2022
252,Freedom at Midnight,Larry Collins,History,629,1975
253,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,Business,195,2014
254,Scar Tissue,Anthony Kiedis,Music,465,2004
255,Incidents in the Life of a Slave Girl,Harriet Ann Jacobs,Nonfiction,176,1961
256,The Reivers,William Faulkner,Fiction,305,1962
257,The Doll's House,Neil Gaiman ,Graphic Novels,232,1990
258,The Elephant Whisperer,Lawrence Anthony,Nonfiction,368,2009
259,The General in His Labyrinth,Gabriel García Márquez,Fiction,248,1989
260,Keep the Aspidistra Flying,George Orwell,Fiction,277,1936
261,A Game of You,Neil Gaiman ,Graphic Novels,192,1992
262,Burmese Days,George Orwell,Fiction,276,1934
263,Nightwood,Djuna Barnes,Fiction,182,1936
264,Deerskin,Robin McKinley,Fantasy,384,1993
265,Of Triton,Anna Banks ,Fantasy,246,2013
266,Everything Leads to You,Nina LaCour ,Young Adult,307,2014
267,Swallows and Amazons,Arthur Ransome,Classics,315,1930
268,The 39 Steps,John Buchan,Fiction,100,2015
269,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman ,Fantasy,310,2015
270,Beauty Queens,Libba Bray ,Young Adult,396,2011
271,The Missing Piece,Shel Silverstein,Poetry,112,1976
272,Path of Destruction,Drew Karpyshyn ,Star Wars,324,2007
273,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker ,Psychology,528,2002
274,Fracture,C.J. Daugherty ,Young Adult,374,2013
275,Dynasty of Evil,Drew Karpyshyn ,Star Wars,296,2009
276,My Love Lies Bleeding,Alyxandra Harvey ,Vampires,248,2009
277,Fables & Reflections,Neil Gaiman ,Graphic Novels,263,1993
278,Dream Warrior,Sherrilyn Kenyon ,Paranormal Romance,314,2009
279,Foretold,Jana Oliver ,Young Adult,438,2012
280,The Book of Awesome,Neil Pasricha ,Nonfiction,393,2010
281,Smack,Melvin Burgess,Young Adult,293,1996
282,The Betrothed,Alessandro Manzoni,Classics,720,1940
283,The Coffin Dancer,Jeffery Deaver ,Mystery,532,1998
284,Born of Silence,Sherrilyn Kenyon ,Romance,614,2012
285,Far from the Tree,Robin Benway ,Young Adult,374,2017
286,Imperium: A Novel of Ancient Rome,Robert Harris ,Historical Fiction,305,2006
287,Gregor and the Marks of Secret,Suzanne Collins,Fantasy,343,2006
288,The Star Diaries: Further Reminiscences of Ijon Tichy,Stanisław Lem,Science Fiction,286,1971
289,The Future of an Illusion,Sigmund Freud,Psychology,112,1927
290,Aurora Rising,Amie Kaufman ,Science Fiction,473,2019
291,The Girl Who Was Supposed to Die,April Henry ,Young Adult,213,2013
292,Me & Emma,Elizabeth Flock ,Fiction,296,2005
293,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,Fantasy,452,1980
294,The Missing Piece Meets the Big O,Shel Silverstein,Childrens,104,1981
295,The Paying Guests,Sarah Waters,Historical Fiction,564,2014
296,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins ,Science,470,2009
297,The Prophet of Yonwood,Jeanne DuPrau,Young Adult,289,2006
298,Blood Feud,Alyxandra Harvey ,Vampires,272,2010
299,"Girl, Stolen",April Henry ,Young Adult,213,2010
300,"Audrey, Wait!",Robin Benway ,Young Adult,313,2008
301,A Night to Remember,Walter Lord,History,208,1955
302,The Ballad of Songbirds and Snakes,Suzanne Collins,Young Adult,439,2020
303,Gregor and the Prophecy of Bane,Suzanne Collins,Fantasy,312,2004
304,Coming Up for Air,George Orwell,Fiction,278,1939
305,One Week Girlfriend,Monica Murphy ,New Adult,274,2013
306,The Cyberiad,Stanisław Lem,Science Fiction,295,1965
307,Hunger: A Memoir of (My) Body,Roxane Gay ,Nonfiction,306,2017
308,Invincible,Sherrilyn Kenyon ,Young Adult,420,2011
309,The Harry Potter trilogy,J.K. Rowling,Fantasy,900,1999
310,Skippy Dies,Paul Murray,Fiction,661,2010
311,Death: The High Cost of Living,Neil Gaiman ,Graphic Novels,104,1993
312,Eating Smoke: One Man's Descent Into Crystal Meth Psychosis in Hong Kong's Triad Heartland,Chris Thrall ,Nonfiction,420,2011
313,Song of the Sparrow,Lisa Ann Sandell ,Historical Fiction,394,2007
314,Taming the Blowing Wind,Teresa Garcia ,Fantasy,304,2006
315,In Praise of Shadows,Jun'ichirō Tanizaki,Nonfiction,56,1933
316,Wayside School Is Falling Down,Louis Sachar ,Childrens,152,1989
317,Innocent Erendira and Other Stories,Gabriel García Márquez,Short Stories,192,1972
318,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",J.K. Rowling,Fantasy,2690,2003
319,Marabou Stork Nightmares,Irvine Welsh,Fiction,288,1995
320,Life,Keith Richards,Music,564,2010
321,Six Months Later,Natalie D. Richards ,Young Adult,323,2013
322,Outer Dark,Cormac McCarthy,Fiction,256,1968
323,The Wake,Neil Gaiman ,Graphic Novels,191,1996
324,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Wayne W. Dyer,Self Help,392,2007
325,Ultraviolet,R.J. Anderson ,Young Adult,415,2011
326,Worlds Collide,Chris Colfer,Fantasy,480,2017
327,"A Severe Mercy: A Story of Faith, Tragedy and Triumph",Sheldon Vanauken,Nonfiction,240,1977
328,Swamplandia!,Karen Russell ,Fiction,418,2011
329,Waking Up Married,Mira Lyn Kelly ,Romance,251,2012
330,Plantation,Dorothea Benton Frank,Fiction,449,2001
331,Second Chance Boyfriend,Monica Murphy ,New Adult,210,2013
332,An Author's Odyssey,Chris Colfer,Fantasy,448,2016
333,Enduring Love,Ian McEwan,Fiction,245,1997
334,Come Away with Me,Kristen Pro,Romance,324,2012
335,Frida: A Biography of Frida Kahlo,Hayden Herrera,Biography,528,1983
336,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,Nonfiction,310,2005
337,The Pigeon,Patrick Süskind,Fiction,77,1987
338,Manchild in the Promised Land,Claude Brown,Nonfiction,416,1965
339,Infamous,Sherrilyn Kenyon ,Young Adult,468,2012
340,"Holy Blood, Holy Grail",Michael Baigent,Nonfiction,496,1982
341,You Know Me Well,Nina LaCour ,Young Adult,248,2016
342,Midnight Sun,Stephenie Meyer,Fantasy,662,2020
343,"The Color Code: A New Way to See Yourself, Your Relationships, and Life",Taylor Hartman,Self Help,288,1987
344,Out of the Easy,Ruta Sepetys ,Historical Fiction,348,2013
345,A Brief History of Seven Killings,Marlon James,Fiction,688,2014
346,There's a Boy in the Girls' Bathroom,Louis Sachar ,Fiction,195,1987
347,Forgiven,Jana Oliver ,Fantasy,354,2012
348,"Kiss Me, Judas",Will Christopher Baer,Fiction,316,1998
349,Retribution,Sherrilyn Kenyon ,Paranormal Romance,369,2011
350,Between The Lines: Volumes of Words Unspoken,Céline Zabad,Poetry,390,2018
351,Legacy,C.J. Daugherty ,Young Adult,385,2012
352,Playlist for the Dead,Michelle Falkoff ,Young Adult,288,2015
353,The Dante Club,Matthew Pearl ,Mystery,424,2003
354,Forbidden,Jana Oliver ,Young Adult,418,2010
355,Strange Pilgrims,Gabriel García Márquez,Short Stories,208,1992
356,The Guardian,Sherrilyn Kenyon ,Paranormal Romance,345,2011
357,The Keeper of Lost Causes,Jussi Adler-Olsen,Mystery,400,2007
358,Worlds' End,Neil Gaiman ,Graphic Novels,160,1993
359,Superman: Red Son,Mark Millar ,Comics,160,2003
360,Strangers on a Train,Patricia Highsmith,Fiction,281,1950
361,The Dream Hunter,Sherrilyn Kenyon ,Paranormal Romance,340,2007
362,Out for Blood,Alyxandra Harvey ,Vampires,292,2010
363,The Ascent of Man,Jacob Bronowski,Science,520,1973
364,Rationality: From AI to Zombies,Eliezer Yudkowsky ,Philosophy,1813,2015
365,Rocket Boys,Homer Hickam ,Nonfiction,384,1998
366,Sora's Quest,T.L. Shreffler ,Fantasy,250,2012
367,The Trees,Ali Shaw ,Fantasy,488,2016
368,The Sea of Trolls,Nancy Farmer ,Fantasy,459,2004
369,Damaged Like Us,Krista Ritchie ,Romance,378,2017
370,The First Circle,Aleksandr Solzhenitsyn,Fiction,580,1968
371,"The Gulag Archipelago, 1918-1956: An Experiment in Literary Investigation, Books I-II",Aleksandr Solzhenitsyn,History,660,1973
372,The Hamlet,William Faulkner,Fiction,409,1940
373,The Goblin Emperor,Katherine Addison ,Fantasy,446,2014
374,The Incal,Alejandro Jodorowsky,Comics,307,1981
375,The Grass Is Singing,Doris Lessing,Fiction,208,1950
376,The Omen,David Seltzer,Horror,272,1976
377,John Lennon: The Life,Philip Norman,Biography,851,2008
378,"The Biology of Belief: Unleashing the Power of Consciousness, Matter and Miracles",Bruce H. Lipton ,Nonfiction,205,2005
379,The Saving Graces,Patricia Gaffney,Fiction,416,1999
380,The Stolen Throne,David Gaider,Fantasy,400,2009
381,House of Secrets,Chris Columbus,Fantasy,490,2013
382,Blood Moon,Alyxandra Harvey ,Vampires,320,2012
383,Bad Feminist,Roxane Gay ,Nonfiction,320,2014
384,Prisoner of Tehran,Marina Nemat ,Nonfiction,306,2007
385,The Drama of the Gifted Child: The Search for the True Self,Alice Miller,Psychology,144,1979
386,Addicted to You,Krista Ritchie ,New Adult,324,2013
387,Born of Betrayal,Sherrilyn Kenyon ,Romance,512,2015
388,The Queen of All that Dies,Laura Thalassa ,New Adult,326,2015
389,Lovers Like Us,Krista Ritchie ,Romance,440,2017
390,Lamb in His Bosom,Caroline Miller,Historical Fiction,357,1933
391,Balzac and the Little Chinese Seamstress,Dai Sijie,Fiction,184,2000
392,Reheated Cabbage,Irvine Welsh,Fiction,288,2009
393,How the Mind Works,Steven Pinker ,Psychology,660,1997
394,The Sandman: The Dream Hunters,Neil Gaiman ,Graphic Novels,128,1999
395,Tales of Pirx the Pilot,Stanisław Lem,Science Fiction,206,1961
396,The Journeys of Socrates,Dan Millman,Fiction,336,2005
397,The Autumn of the Patriarch,Gabriel García Márquez,Fiction,255,1975
398,Take This Regret,Amy Lichtenhan ,Romance,298,2011
399,Time Untime,Sherrilyn Kenyon ,Paranormal Romance,414,2012
400,A Decent Ride,Irvine Welsh,Fiction,496,2015
401,Tonio Kröger,Thomas Mann,Classics,67,2003
402,Fantastic Beasts - The Crimes of Grindelwald: The Original Screenplay,J.K. Rowling,Fantasy,304,2018
403,Struck,Jennifer Bosworth ,Young Adult,373,2012
404,"The Book of Lost Tales, Part One",J.R.R. Tolkien,Fantasy,367,1984
405,Totem and Taboo,Sigmund Freud,Psychology,224,2013
406,Joseph and His Brothers,Thomas Mann,Fiction,1492,1943
407,The Power of Intention: Learning to Co-create Your World Your Way,Wayne W. Dyer,Self Help,272,2004
408,Parallel Lives,Plutarch,History,1309,2000
409,The White Devil,Justin Evans ,Horror,364,2011
410,The Nibelungenlied,Unknown,Classics,404,2000
411,Darth Plagueis,James Luceno,Star Wars,379,2012
412,Runny Babbit: A Billy Sook,Shel Silverstein,Poetry,96,2005
413,Wanted,Mark Millar ,Comics,192,2005
414,Born of Shadows,Sherrilyn Kenyon ,Romance,418,2011
415,Inevitable,Angela Graham ,Romance,320,2013
416,Trumpet,Jackie Kay ,Fiction,278,1998
417,The Calling,David Gaider,Fantasy,444,2009
418,The White Road,John Connolly ,Mystery,503,2003
419,Old School,Tobias Wolff,Fiction,196,2003
420,Anne Rice's The Vampire Lestat: A Graphic Novel,Faye Perozich,Horror,404,1989
421,Dream Chaser,Sherrilyn Kenyon ,Paranormal Romance,359,2008
422,Be Here Now,Ram Dass,Spirituality,416,1971
423,Finding Serendipity,Angelica Banks ,Fantasy,288,2013
424,Eden,Stanisław Lem,Science Fiction,276,1959
425,The Enchanted Barn,Grace Livingston Hill,Romance,248,2018
426,"The Ear, the Eye, and the Arm",Nancy Farmer ,Young Adult,311,1994
427,Marvel 1602,Neil Gaiman ,Graphic Novels,248,2003
428,A Rose for Emily and Other Stories,William Faulkner,Classics,140,1930
429,Tied,Emma Chase ,Romance,256,2014
430,Knife,R.J. Anderson ,Fantasy,320,2009
431,Pompeii,Robert Harris ,Historical Fiction,274,2003
432,Twisted,Emma Chase ,Romance,272,2014
433,The Return of the Prodigal Son: A Story of Homecoming,Henri J.M. Nouwen,Christian,160,1991
434,Shalimar the Clown,Salman Rushdie,Fiction,398,2005
435,Peter the Great: His Life and World,Robert K. Massie,History,909,1980
436,Elective Affinities,Johann Wolfgang von Goethe,Classics,272,1999
437,Black Unicorn,Tanith Lee,Fantasy,138,1991
438,Endgame,C.J. Daugherty ,Young Adult,375,2015
439,Kaden,Synne Jakobsen ,Paranormal,343,2015
440,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins ,Science,352,1998
441,Haunting Violet,Alyxandra Harvey ,Young Adult,342,2011
442,Catherine the Great: Portrait of a Woman,Robert K. Massie,History,625,2011
443,The Akhenaten Adventure,P.B. Kerr,Fantasy,384,2004
444,Party Monster: A Fabulous But True Tale of Murder in Clubland,James St. James,Nonfiction,287,1999
445,"The Book of Lost Tales, Part Two",J.R.R. Tolkien,Fantasy,391,1984
446,The Romanovs: The Final Chapter,Robert K. Massie,History,320,1995
447,The Chemist,Stephenie Meyer,Fiction,521,2016
448,The Cricket in Times Square,George Selden,Childrens,134,1960
449,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,Fantasy,240,2001
450,Possible Side Effects,Augusten Burroughs ,Memoir,291,2006
451,Collected Stories,William Faulkner,Short Stories,900,1948
