book_id,title,author,genre,pages,published_year
857,True,Laney McMann ,Fantasy,256,2015
858,Babylon's Ark: The Incredible Wartime Rescue of the Baghdad Zoo,Lawrence Anthony,Nonfiction,256,2007
859,The Laws of Subtraction: Six Simple Rules for Winning in the Age of Excess Everything,Matthew E. May,Business,224,2012
860,Dusk,F. Sionil José,Fiction,325,1984
861,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker ,Nonfiction,499,2007
862,Every Boy is a Book,Mirella Muffarotto ,Young Adult,413,2018
863,Bring Me Back,B.A. Paris ,Thriller,291,2018
864,I Am Rebecca,Fleur Beale,Young Adult,251,2014
865,Space Marine Ajax,Sean-Michael Argo ,Science Fiction,174,2017
866,"The Pathans, 550 B. C. A. D. 1957",Olaf Caroe,History,533,1984
867,Leaf by Niggle,J.R.R. Tolkien,Fantasy,22,1945
868,Talking Straight,Lee Iacocca,Business,352,1988
869,Piratica: Being a Daring Tale of a Singular Girl's Adventure Upon the High Seas,Tanith Lee,Fantasy,288,2004
870,The Book of (Even More) Awesome,Neil Pasricha ,Nonfiction,384,2011
871,Out of the Night: The Memoir of Richard Julius Herman Krebs alias Jan Valtin,Jan Valtin,History,720,1940
872,The Invention of Wings: by Sue Monk Kidd -- Review,Expert Book Reviews,Historical Fiction,38,2014
873,Holy Cow,David Duchovny,Fiction,224,2015
874,The Twistrose Key,Tone Almhjell,Fantasy,366,2013
875,Fuel the Fire,Krista Ritchie ,New Adult,462,2015
876,Obsessive-Compulsive Disorders: A Complete Guide to Getting Well and Staying Well,Fred Penzel,Nonfiction,448,2000
877,Born of Ice,Sherrilyn Kenyon ,Romance,355,1994
878,The Grendel Affair,Lisa Shearin ,Urban Fantasy,292,2013
879,Beren and Lúthien,J.R.R. Tolkien,Fantasy,288,2017
880,"Nothing in This Book Is True, But It's Exactly How Things Are: The Esoteric Meaning of the Monuments on Mars",Bob Frissell,Nonfiction,244,1994
881,The Lovers,John Connolly ,Thriller,341,2009
882,A Matter of Time Book I,Mary Calmes ,M M Romance,140,2009
883,The Pinballs,Betsy Byars,Fiction,144,1977
884,Farmer Giles of Ham,J.R.R. Tolkien,Fantasy,127,1949
885,Lovers Destined,H.M. Broussard,M M Romance,128,2011
886,The Writing Class,Jincy Willett,Mystery,326,2008
887,Orphan at My Door: The Home Child Diary of Victoria Cope,Jean Little,Historical Fiction,221,2001
888,Return From the Stars,Stanisław Lem,Science Fiction,256,1961
889,The Cobra King of Kathmandu,P.B. Kerr,Fantasy,384,2006
890,Iacocca: An Autobiography,Lee Iacocca,Biography,357,1984
891,Twig,Elizabeth Orton Jones,Childrens,152,1942
892,The Beautiful and the Cursed,Page Morgan ,Young Adult,341,2013
893,The Wild Palms,William Faulkner,Fiction,304,1939
894,The Time-Traveling Fashionista at the Palace of Marie Antoinette,Bianca Turetsky ,Historical Fiction,272,2012
895,Gingerbread,Robert Dinsdale ,Fantasy,421,2014
896,Hellblazer: Original Sins,Jamie Delano ,Comics,256,1988
897,"The Family Romanov: Murder, Rebellion, and the Fall of Imperial Russia",Candace Fleming ,Nonfiction,304,2014
898,The JPS Bible Commentary: Ruth,Tamara Cohn Eskenazi,Religion,216,2011
899,Amsterdam,Ian McEwan,Fiction,208,1998
900,Red,Alyxandra Harvey ,Young Adult,198,2015
901,Last Friends,Jane Gardam,Fiction,205,2013
902,The Genesee Diary: Report from a Trappist Monastery,Henri J.M. Nouwen,Religion,222,1976
903,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,Business,286,1997
904,"First Love, Last Rites",Ian McEwan,Short Stories,176,1975
905,Hitler's Canary,Sandi Toksvig,Historical Fiction,192,2005
906,Bloodline: Five Stories,Ernest J. Gaines,Short Stories,249,1968
907,Bad Men,John Connolly ,Thriller,451,2005
908,Mortal Prey,John Sandford,Mystery,424,2002
909,"Missing, Believed Crazy",Terence Blacker,Mystery,287,2009
910,Corambis,Sarah Monette ,Fantasy,421,2009
911,From Harlem With Love,K'wan ,Urban,54,2010
912,The Wisdom of Your Cells: How Your Beliefs Control Your Biology,Bruce H. Lipton ,Science,8,2006
913,UnRidden,Cat Johnson ,Romance,158,2009
914,Death,Neil Gaiman ,Graphic Novels,320,2012
915,Hoodlum,K'wan ,Urban,326,2005
916,The Autobiography of Miss Jane Pittman,Ernest J. Gaines,Historical Fiction,272,1971
917,Larkswood,Valerie Mendes,Historical Fiction,400,2014
918,The Man in the Wooden Hat,Jane Gardam,Fiction,214,2009
919,Dream Psychology,Sigmund Freud,Psychology,100,2020
920,Giovanni,Justin Achilli ,Horror,287,2000
921,All the Sweet Promises,Elizabeth Elgin,Historical Fiction,802,1991
922,More Than Friends,Monica Murphy ,Romance,320,2016
923,Tears in Rain,Rosa Montero,Science Fiction,431,2011
924,Plutarch's Lives: Volume II,Plutarch,History,706,2000
925,The Darkest Corners,Kara Thomas,Mystery,336,2016
926,The House: The History of the House of Representatives,Robert V. Remini,History,614,2006
927,It Couldn't Just Happen (Classical Conv): Fascinating Facts about God's World,Lawrence O. Richards,Science,192,1987
928,Somebody Else's Daughter,Elizabeth Brundage,Fiction,342,2008
929,The Mirador,Sarah Monette ,Fantasy,426,2007
930,Welfare Wifeys,K'wan ,Urban,352,2010
931,Walt Disney Pictures Presents the Prince and the Pauper,Fran Manushkin,Childrens,23,1990
932,The Day of the Djinn Warriors,P.B. Kerr,Fantasy,400,2007
933,The UnTied Kingdom,Kate Johnson ,Fantasy,403,2011
934,"The Extraordinary Secrets of April, May, & June",Robin Benway ,Young Adult,282,2010
935,While Other People Sleep,Marcia Muller,Mystery,304,1998
936,Kiss the Sky,Krista Ritchie ,New Adult,443,2014
937,Of Neptune,Anna Banks ,Fantasy,330,2014
938,The Dragon Conspiracy,Lisa Shearin ,Urban Fantasy,292,2015
939,"Dragon Age, Volume 1",David Gaider,Fantasy,227,2014
940,Street Dreams,K'wan ,Urban,320,2004
941,Savage,Willow Rose ,Paranormal,476,2012
942,Mr. Muo's Travelling Couch,Dai Sijie,Fiction,287,2003
943,Tainted Black,Shanora Williams ,Romance,311,2015
944,The Noonday Demon: An Atlas of Depression,Andrew Solomon,Nonfiction,576,2000
945,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker ,Nonfiction,1 page,2010
946,Thrall,Abigail Graham ,Paranormal,271,2015
947,The Mother Goose Diaries,Chris Colfer,Fantasy,101,2015
948,The Old River Road,Ivy Rose,Historical Fiction,396,2016
949,One Night,Monica Murphy ,Romance,152,2016
950,Plutarch's Lives: Volume I,Plutarch,History,766,2000
951,Free the Darkness,Kel Kade ,Fantasy,483,2015
952,The Gates,John Connolly ,Fantasy,264,2009
953,Section 8,K'wan ,Urban,368,2009
954,The Eye Of The Forest,P.B. Kerr,Fantasy,384,2008
955,Fight with Me,Kristen Pro,Romance,352,2012
956,Vibora!,F. Sionil José,Fiction,118,2008
957,Always in His Keeping,Unknown,Fiction,144,1986
958,The Hambledown Dream,Dean Mayes ,Romance,284,2010
959,Hard to Handle,Jessica Lemmon ,Romance,260,2013
960,Road Dawgz,K'wan ,Urban,278,2003
961,A Hustler's Promise,Jackie Chanel ,Urban,292,2011
